;NAME;CORES;CPUMARK;THREAD;TDP;SOCKET;CAT
;Intel Core i7-7900X;10;21008;2455;140;FCLGA2066;Desktop
;Intel Core i7-7920HQ;4;7289;2195;45;FCBGA1440;Laptop
;Intel Core i7-7Y75;2;2546;1516;4.5;FCBGA1515;Desktop, Laptop
;Intel Core i7-8086K;6;14072;2822;95;FCLGA1151-2;Desktop
;Intel Core i7-820QM;4;1810;1041;45;PGA988A;Laptop
;Intel Core i7-840QM;4;1970;1149;45;PGA988A;Laptop
;Intel Core i7-8500Y;2;2440;1400;5;FCBGA1515;Laptop
;Intel Core i7-8550U;4;5844;2024;15;FC-BGA1356;Laptop
;Intel Core i7-8557U;4;7309;2311;15;FCBGA1528;Laptop
;Intel Core i7-8559U;4;8293;2492;28;FCBGA1528;Laptop
;Intel Core i7-8565U;4;5998;2123;15;FCBGA1356;Laptop
;Intel Core i7-8565UC;4;6187;2527;15;FCBGA1528;Laptop
;Intel Core i7-8569U;4;8169;2579;28;FCBGA1528;Laptop
;Intel Core i7-860;4;3023;1328;95;LGA1156;Desktop
;Intel Core i7-860S;4;2324;1173;82;LGA1156;Desktop
;Intel Core i7-8650U;4;6200;2106;15;FC-BGA1356;Laptop
;Intel Core i7-8665U;4;6209;2180;15;FCBGA1528;Laptop
;Intel Core i7-8665UE;4;5013;1602;15;FCBGA1528;Laptop
;Intel Core i7-870;4;3157;1383;95;LGA1156;Desktop
;Intel Core i7-8700;6;12767;2630;65;FCLGA1151-2;Desktop
;Intel Core i7-8700B;6;11822;2728;65;FCBGA1440;Laptop
;Intel Core i7-8700K;6;13584;2721;95;FCLGA1151-2;Desktop
;Intel Core i7-8700T;6;10178;2301;35;FCLGA1151-2;Desktop
;Intel Core i7-8705G;4;7611;2184;65;BGA2270;Laptop
;Intel Core i7-8706G;4;7582;2300;65;BGA2270;Laptop
;Intel Core i7-8709G;4;7934;2311;100;BGA2270;Laptop
;Intel Core i7-870S;4;2765;1493;82;LGA1156;Desktop
;Intel Core i7-8750H;6;9833;2283;45;FCBGA1440;Laptop
;Intel Core i7-875K;4;3142;1353;95;LGA1156;Desktop
;Intel Core i7-880;4;3436;1452;95;LGA1156;Desktop
;Intel Core i7-8809G;4;8519;2379;100;BGA2270;Laptop
;Intel Core i7-8850H;6;10170;2373;45;FCBGA1440;Laptop
;Intel Core i7-920;4;2851;1213;130;LGA1366;Desktop
;Intel Core i7-920XM;4;1964;1035;55;PGA988B;Laptop
;Intel Core i7-930;4;2979;1266;130;LGA1366;Desktop
;Intel Core i7-940;4;3023;1320;130;LGA1366;Desktop
;Intel Core i7-940XM;4;2272;1130;55;PGA988;Laptop
;Intel Core i7-950;4;3242;1382;130;LGA1366;Desktop
;Intel Core i7-960;4;3368;1460;130;LGA1366;Desktop
;Intel Core i7-965;4;3424;1475;130;LGA1366;Desktop
;Intel Core i7-970;6;6531;1467;130;LGA1366;Desktop
;Intel Core i7-9700;8;13246;2762;65;FCLGA1151-2;Desktop
;Intel Core i7-9700E;8;12658;2553;65;FCLGA1151-2;Desktop
;Intel Core i7-9700F;8;13176;2743;65;FCLGA1151-2;Desktop
;Intel Core i7-9700K;8;14416;2866;95;FCLGA1151-2;Desktop
;Intel Core i7-9700KF;8;14246;2865;95;FCLGA1151-2;Desktop
;Intel Core i7-9700T;8;10586;2397;35;FCLGA1151-2;Desktop
;Intel Core i7-9700TE;8;10203;2214;35;FCLGA1151-2;Desktop, Laptop
;Intel Core i7-975;4;3511;1500;130;LGA1366;Desktop
;Intel Core i7-9750H;6;10701;2408;45;FCBGA1440;Laptop
;Intel Core i7-9750HF;6;10490;2419;45;FCBGA1440;Laptop
;Intel Core i7-980;6;6867;1542;130;LGA1366;Desktop
;Intel Core i7-9800X;8;18068;2563;165;FCLGA2066;Desktop
;Intel Core i7-980X;6;6835;1524;130;LGA1366;Desktop
;Intel Core i7-985;4;3928;1579;NA;LGA1366;Unknown
;Intel Core i7-9850H;6;10953;2469;45;Unknown;Laptop
;Intel Core i7-9850HE;6;10163;2340;45;FCBGA1440;Mobile/Embedded
;Intel Core i7-9850HL;6;7897;1723;25;FCBGA1440;Desktop, Laptop
;Intel Core i7-990X;6;7116;1574;130;LGA1366;Desktop
;Intel Core i7-995X;6;7862;1718;NA;Unknown;Desktop
;Intel Core i9-10850K;10;22092;3067;125;FCLGA1200;Desktop
;Intel Core i9-10880H;8;14250;2761;45;FCBGA1440;Laptop
;Intel Core i9-10885H;8;14617;2701;45;FCBGA1440;Laptop
;Intel Core i9-10900;10;19406;3012;65;FCLGA1200;Desktop
;Intel Core i9-10900E;10;19469;2891;65;FCLGA1200;Desktop, Mobile/Embedded
;Intel Core i9-10900F;10;19792;3034;65;FCLGA1200;Desktop
;Intel Core i9-10900K;10;22525;3116;125;FCLGA1200;Desktop
;Intel Core i9-10900KF;10;22353;3115;125;FCLGA1200;Desktop
;Intel Core i9-10900T;10;14718;2489;35;FCLGA1200;Desktop
;Intel Core i9-10900TE;10;14679;2430;35;FCLGA1200;Mobile/Embedded
;Intel Core i9-10900X;10;22425;2673;165;FCLGA2066;Desktop
;Intel Core i9-10910;10;21456;3167;125;FCLGA1200;Desktop
;Intel Core i9-10920X;12;26054;2713;165;FCLGA2066;Desktop
;Intel Core i9-10940X;14;27810;2658;165;FCLGA2066;Desktop
;Intel Core i9-10980HK;8;15237;2753;45;FCBGA1440;Laptop
;Intel Core i9-10980XE;18;32440;2660;165;FCLGA2066;Desktop
;Intel Core i9-11900;8;22464;3374;65;FCLGA1200;Desktop
;Intel Core i9-11900F;8;22206;3416;65;FCLGA1200;Desktop
;Intel Core i9-11900H;8;20227;3108;45;FCBGA1787;Laptop
;Intel Core i9-11900K;8;25053;3510;125;FCLGA1200;Desktop
;Intel Core i9-11900KB;8;22835;3316;65;FCBGA1787;Desktop
;Intel Core i9-11900KF;8;24764;3531;125;FCLGA1200;Desktop
;Intel Core i9-11900T;8;18512;3268;35;FCLGA1200;Desktop
;Intel Core i9-11950H;8;21005;3153;45;FCBGA1787;Laptop
;Intel Core i9-11980HK;8;22516;3273;45;FCBGA1787;Laptop
;Intel Core i9-12900;8;33757;4015;65;FCLGA1700;Desktop
;Intel Core i9-12900E;8;28170;3673;65;FCLGA1700;Mobile/Embedded
;Intel Core i9-12900F;8;36083;4030;65;FCLGA1700;Desktop
;Intel Core i9-12900H;6;27485;3733;45;FCBGA1744;Laptop
;Intel Core i9-12900HK;6;25870;3565;45;FCBGA1744;Laptop
;Intel Core i9-12900HX;8;33259;3750;55;FCBGA1964;Laptop
;Intel Core i9-12900K;8;41305;4139;241;FCLGA1700;Desktop
;Intel Core i9-12900KF;8;41046;4149;241;FCLGA1700;Desktop
;Intel Core i9-12900KS;8;43853;4336;150;LGA 1700;Desktop
;Intel Core i9-12900T;8;29417;3804;35;FCLGA1700;Desktop
;Intel Core i9-12900TE;8;22887;2419;35;FCLGA1700;Mobile/Embedded
;Intel Core i9-12950HX;8;31643;3781;55;FCBGA1964;Laptop
;Intel Core i9-13900;8;45875;4315;65;FCLGA1700;Desktop
;Intel Core i9-13900E;8;40696;3326;65;FCLGA1700;Mobile/Embedded
;Intel Core i9-13900F;8;50095;4406;65;FCLGA1700;Desktop
;Intel Core i9-13900H;6;27830;3769;45;FCBGA1744;Laptop
;Intel Core i9-13900HK;6;28960;3896;45;FCBGA1744;Laptop
;Intel Core i9-13900HX;8;43205;4089;55;FCBGA1964;Laptop
;Intel Core i9-13900K;8;58670;4610;125;FCLGA1700;Desktop
;Intel Core i9-13900KF;8;57828;4590;125;FCLGA1700;Desktop
;Intel Core i9-13900KS;8;60820;4719;150;FCLGA1700;Desktop
;Intel Core i9-13900T;8;42852;4174;35;FCLGA1700;Desktop
;Intel Core i9-13900TE;8;16265;2181;35;FCLGA1700;Mobile/Embedded
;Intel Core i9-13905H;6;29774;3695;45;FCBGA1792;Laptop
;Intel Core i9-13950HX;8;41860;3912;55;FCBGA1964;Laptop
;Intel Core i9-13980HX;8;46615;4263;55;FCBGA1964;Laptop
;Intel Core i9-14900;8;45593;4405;65;FCLGA1700;Desktop
;Intel Core i9-14900F;8;46745;4500;65;FCLGA1700;Desktop
;Intel Core i9-14900HX;8;45305;4273;55;FCBGA1964;Laptop
;Intel Core i9-14900K;8;58917;4703;125;FCLGA1700;Desktop
;Intel Core i9-14900KF;8;58719;4693;125;FCLGA1700;Desktop
;Intel Core i9-14900KS;8;60762;4828;150;FCLGA1700;Desktop
;Intel Core i9-14900T;8;40617;4135;35;FCLGA1700;Desktop
;Intel Core i9-7900X;10;21040;2553;140;FCLGA2066;Desktop
;Intel Core i9-7920X;12;23560;2495;140;FCLGA2066;Desktop
;Intel Core i9-7940X;14;25672;2488;165;FCLGA2066;Desktop
;Intel Core i9-7960X;16;28136;2455;165;FCLGA2066;Desktop
;Intel Core i9-7980XE;18;29829;2456;165;FCLGA2066;Desktop
;Intel Core i9-8950HK;6;10391;2413;45;FCBGA1440;Laptop
;Intel Core i9-9820X;10;20452;2457;165;FCLGA2066;Desktop
;Intel Core i9-9880H;8;13607;2475;45;FCBGA1440;Laptop
;Intel Core i9-9900;8;16330;2809;65;FCLGA1151-2;Desktop
;Intel Core i9-9900B;8;15893;2694;65;FCLGA1151;Desktop
;Intel Core i9-9900K;8;18171;2921;95;FCLGA1151-2;Desktop
;Intel Core i9-9900KF;8;18102;2910;95;FCLGA1151-2;Desktop
;Intel Core i9-9900KS;8;19458;3034;127;FCLGA1151-2;Desktop
;Intel Core i9-9900T;8;13219;2472;35;FCLGA1151-2;Desktop
;Intel Core i9-9900X;10;21670;2547;165;FCLGA2066;Desktop
;Intel Core i9-9920X;12;25094;2628;165;FCLGA2066;Desktop
;Intel Core i9-9940X;14;28132;2622;165;FCLGA2066;Desktop
;Intel Core i9-9960X;16;29901;2584;165;FCLGA2066;Desktop
;Intel Core i9-9980HK;8;14009;2514;45;FCBGA1440;Laptop
;Intel Core i9-9980XE;18;31654;2551;165;FCLGA2066;Desktop
;Intel Core i9-9990XE;14;30162;2970;255;LGA2066;Desktop
;Intel Core M-5Y10;2;1644;976;4.5;Unknown;Laptop
;Intel Core M-5Y10a;2;1905;993;4.5;FCBGA1234;Laptop
;Intel Core M-5Y10c;2;1906;1113;4.5;FCBGA1234;Laptop
;Intel Core M-5Y31;2;1896;1234;4.5;FCBGA1234;Laptop
;Intel Core M-5Y51;2;2036;1324;4.5;FCBGA1234;Laptop
;Intel Core M-5Y70;2;1872;1136;4.5;BGA1234;Laptop
;Intel Core M-5Y71;2;2013;1268;4.5;FCBGA1234;Laptop
;Intel Core m3-6Y30;2;2178;1175;4.5;FCBGA1515;Laptop
;Intel Core m3-7Y30;2;2549;1386;4.5;FCBGA1515;Laptop
;Intel Core m3-7Y32;2;2729;1626;4.5;FCBGA1515;Laptop, Mobile/Embedded
;Intel Core m3-8100Y;2;2770;1625;5;FCBGA1515;Laptop, Mobile/Embedded
;Intel Core m5-6Y54;2;2280;1299;7;FCBGA1515;Laptop, Mobile/Embedded
;Intel Core m5-6Y57;2;2349;1333;7;FCBGA1515;Laptop, Mobile/Embedded
;Intel Core m5-7Y54;2;1475;746;NA;Unknown;Laptop, Mobile/Embedded
;Intel Core m7-6Y75;2;2362;1361;7;FCBGA1515;Laptop, Mobile/Embedded
;Intel Core Solo T1300;1;210;518;27;PGA478;Laptop
;Intel Core Solo T1350;1;194;413;31;Unknown;Laptop
;Intel Core Solo T1400;1;253;525;27;PGA478;Laptop
;Intel Core Solo U1300;1;127;340;6;PBGA479;Laptop
;Intel Core Solo U1400;1;130;365;5.5;PBGA479;Laptop
;Intel Core Solo U1500;1;164;375;5.5;Unknown;Laptop
;Intel Core Ultra 5 115U;2;12467;2862;15;FCBGA2049;Laptop
;Intel Core Ultra 5 125H;4;21124;3403;28;FCBGA2049;Laptop
;Intel Core Ultra 5 125U;2;17549;3304;15;FCBGA2049;Laptop
;Intel Core Ultra 5 134U;2;12667;3126;30;FCBGA2551;Laptop
;Intel Core Ultra 5 135H;4;22475;3528;28;FCBGA2049;Laptop
;Intel Core Ultra 5 135U;2;17481;3356;28;FCBGA2049;Laptop
;Intel Core Ultra 5 225;6;30728;4453;65;FCLGA1851;Desktop
;Intel Core Ultra 5 225F;6;31050;4463;65;FCLGA1851;Desktop
;Intel Core Ultra 5 225H;4;29856;4356;28;FCBGA2049;Laptop
;Intel Core Ultra 5 225T;6;23640;4483;35;FCLGA1851;Desktop
;Intel Core Ultra 5 225U;2;19200;3798;15;FCBGA2049;Laptop
;Intel Core Ultra 5 226V;4;18864;3913;17;FCBGA2833;Laptop, Mobile/Embedded
;Intel Core Ultra 5 228V;4;16590;3743;17;FCBGA2833;Laptop, Mobile/Embedded
;Intel Core Ultra 5 235;6;40533;4526;65;FCLGA1851;Desktop
;Intel Core Ultra 5 235H;4;26945;4293;28;Unknown;Laptop
;Intel Core Ultra 5 235T;6;34178;4504;65;FCLGA1851;Desktop
;Intel Core Ultra 5 235U;2;17439;3611;15;FCBGA2049;Laptop
;Intel Core Ultra 5 236V;4;18965;3960;17;FCBGA2833;Mobile/Embedded
;Intel Core Ultra 5 238V;4;18651;3905;17;FCBGA2833;Mobile/Embedded
;Intel Core Ultra 5 245;6;38104;4303;65;FCLGA1851;Desktop
;Intel Core Ultra 5 245K;6;43595;4708;125;FCLGA1851;Desktop
;Intel Core Ultra 5 245KF;6;43622;4708;125;FCLGA1851;Desktop
;Intel Core Ultra 5 245T;6;31901;4440;35;FCLGA1851;Desktop
;Intel Core Ultra 7 155H;6;24959;3481;28;FCBGA2049;Laptop
;Intel Core Ultra 7 155U;2;16454;3404;15;FCBGA2049;Laptop
;Intel Core Ultra 7 164U;2;13207;2979;9;FCBGA2551;Laptop
;Intel Core Ultra 7 165H;6;26046;3521;28;FCBGA2049;Laptop
;Intel Core Ultra 7 165U;2;17186;3372;15;FCBGA2049;Laptop
;Intel Core Ultra 7 255H;6;30466;4463;28;FCBGA2049;Mobile/Embedded
;Intel Core Ultra 7 255HX;8;53820;4727;55;FCBGA2114;Laptop
;Intel Core Ultra 7 255U;2;19629;3960;15;FCBGA2049;Laptop, Mobile/Embedded
;Intel Core Ultra 7 256V;4;19918;4065;17;FCBGA2833;Laptop
;Intel Core Ultra 7 258V;4;19141;4066;17;FCBGA2833;Laptop
;Intel Core Ultra 7 265;8;49092;4706;65;FCLGA1851;Laptop
;Intel Core Ultra 7 265F;8;48743;4638;65;FCLGA1851;Desktop
;Intel Core Ultra 7 265H;6;33568;4488;28;FCBGA2049;Laptop
;Intel Core Ultra 7 265HX;8;46443;4131;55;FCBGA2114;Laptop
;Intel Core Ultra 7 265K;8;58826;4892;125;FCLGA1851;Desktop
;Intel Core Ultra 7 265KF;8;58865;4923;125;FCLGA1851;Desktop
;Intel Core Ultra 7 265T;8;36535;4603;35;FCLGA1851;Desktop
;Intel Core Ultra 7 265U;2;19179;3749;15;FCBGA2049;Laptop
;Intel Core Ultra 7 266V;4;20426;4103;17;FCBGA2833;Laptop
;Intel Core Ultra 7 268V;4;20195;4187;17;FCBGA2833;Mobile/Embedded
;Intel Core Ultra 9 185H;6;29429;3701;45;FCBGA2049;Laptop
;Intel Core Ultra 9 275HX;8;55878;4692;55;FCBGA2114;Laptop
;Intel Core Ultra 9 285;8;56369;4888;65;FCLGA1851;Desktop
;Intel Core Ultra 9 285H;6;32892;4443;45;FCBGA2049;Mobile/Embedded
;Intel Core Ultra 9 285HX;8;60814;4737;55;FCBGA2114;Laptop
;Intel Core Ultra 9 285K;8;67789;5095;125;FCLGA1851;Desktop
;Intel Core Ultra 9 285T;8;37308;4759;35;FCLGA1851;Desktop
;Intel Core Ultra 9 288V;4;20308;4252;30;FCBGA2833;Laptop
;Intel Core2 Duo E4300;2;588;661;65;LGA775;Desktop
;Intel Core2 Duo E4400;2;737;788;65;LGA775;Desktop
;Intel Core2 Duo E4500;2;743;813;65;LGA775;Desktop
;Intel Core2 Duo E4600;2;875;928;65;LGA775;Desktop
;Intel Core2 Duo E4700;2;1002;1018;65;LGA775;Desktop
;Intel Core2 Duo E6300;2;652;695;65;LGA775, PLGA775;Desktop
;Intel Core2 Duo E6320;2;717;712;65;PLGA775;Desktop
;Intel Core2 Duo E6400;2;774;821;65;LGA775;Desktop
;Intel Core2 Duo E6420;2;752;781;65;PLGA775;Desktop
;Intel Core2 Duo E6540;2;808;969;65;LGA775;Desktop
;Intel Core2 Duo E6550;2;909;910;65;LGA775;Desktop
;Intel Core2 Duo E6600;2;942;947;65;PLGA775;Desktop
;Intel Core2 Duo E6700;2;975;1015;65;LGA775;Desktop
;Intel Core2 Duo E6750;2;1023;1030;65;LGA775;Desktop
;Intel Core2 Duo E6850;2;1159;1189;65;LGA775;Desktop
;Intel Core2 Duo E7200;2;991;1055;65;LGA775;Desktop
;Intel Core2 Duo E7300;2;948;1056;65;LGA775;Desktop
;Intel Core2 Duo E7400;2;1038;1102;65;LGA775;Desktop
;Intel Core2 Duo E7500;2;1150;1207;65;LGA775;Desktop
;Intel Core2 Duo E7600;2;1144;1260;65;LGA775;Desktop
;Intel Core2 Duo E8135;2;973;1028;NA;Unknown;Desktop
;Intel Core2 Duo E8135;2;1112;1127;NA;Socket P;Laptop
;Intel Core2 Duo E8200;2;1140;1145;65;LGA775;Desktop
;Intel Core2 Duo E8235;2;1020;1112;NA;Socket P;Laptop
;Intel Core2 Duo E8290;2;1408;1302;65;LGA775;Desktop
;Intel Core2 Duo E8300;2;1019;1084;65;LGA775;Desktop
;Intel Core2 Duo E8335;2;1121;1137;NA;Socket P;Laptop
;Intel Core2 Duo E8335;2;1060;1151;NA;Socket P;Laptop
;Intel Core2 Duo E8400;2;1211;1234;65;LGA775;Desktop
;Intel Core2 Duo E8435;2;1104;1223;NA;Socket P;Laptop
;Intel Core2 Duo E8500;2;1293;1323;65;LGA775;Desktop
;Intel Core2 Duo E8600;2;1364;1384;65;LGA775;Desktop
;Intel Core2 Duo L7100;2;467;484;NA;BGA956 ;Laptop
;Intel Core2 Duo L7300;2;536;551;17;BGA479;Laptop
;Intel Core2 Duo L7400;2;516;555;17;BGA479;Laptop
;Intel Core2 Duo L7500;2;657;664;17;BGA479;Laptop
;Intel Core2 Duo L7700;2;677;699;17;Unknown;Laptop
;Intel Core2 Duo L7800;2;680;622;NA;Unknown;Unknown
;Intel Core2 Duo L9300;2;690;703;17;BGA956;Laptop
;Intel Core2 Duo L9600;2;788;849;17;BGA956;Laptop
;Intel Core2 Duo P7350;2;726;781;25;BGA479;Laptop
;Intel Core2 Duo P7370;2;790;793;25;PGA478;Laptop
;Intel Core2 Duo P7450;2;793;840;25;PGA478;Laptop
;Intel Core2 Duo P7550;2;830;963;25;PGA478;Laptop
;Intel Core2 Duo P7570;2;870;942;25;PGA478;Laptop
;Intel Core2 Duo P8400;2;865;923;25;BGA479;Laptop
;Intel Core2 Duo P8600;2;855;943;25;BGA479;Laptop
;Intel Core2 Duo P8700;2;949;1008;25;BGA479;Laptop
;Intel Core2 Duo P8800;2;937;1075;25;BGA479;Laptop
;Intel Core2 Duo P9300;2;952;950;NA;Unknown;Laptop
;Intel Core2 Duo P9500;2;993;1057;25;BGA479;Laptop
;Intel Core2 Duo P9600;2;1040;1082;25;PGA478;Laptop
;Intel Core2 Duo P9600;2;1093;1120;25;PGA478;Laptop
;Intel Core2 Duo P9700;2;1178;1166;28;PGA478;Laptop
;Intel Core2 Duo SL9400;2;759;786;17;BGA956;Laptop
;Intel Core2 Duo SP9400;2;870;921;25;BGA956;Laptop
;Intel Core2 Duo SU9400;2;521;585;10;BGA956;Laptop
;Intel Core2 Duo T5200;2;470;592;34;Socket M;Laptop
;Intel Core2 Duo T5250;2;556;568;35;PGA478;Laptop
;Intel Core2 Duo T5270;2;427;535;35;PGA478;Laptop
;Intel Core2 Duo T5300;2;530;533;34;PGA478;Laptop
;Intel Core2 Duo T5450;2;583;592;35;PGA478;Laptop
;Intel Core2 Duo T5470;2;590;636;35;PGA478;Laptop
;Intel Core2 Duo T5500;2;567;615;34;PGA478;Laptop
;Intel Core2 Duo T5550;2;638;681;35;PGA478;Laptop
;Intel Core2 Duo T5600;2;675;683;34;PGA478;Laptop
;Intel Core2 Duo T5670;2;620;685;35;Socket P;Laptop
;Intel Core2 Duo T5750;2;710;752;35;Socket P;Laptop
;Intel Core2 Duo T5800;2;637;726;35;PGA478;Laptop
;Intel Core2 Duo T5850;2;721;747;NA;Socket P;Laptop
;Intel Core2 Duo T5870;2;705;744;35;PPGA478, Socket ;Laptop
;Intel Core2 Duo T5900;2;652;768;NA;Socket P;Laptop
;Intel Core2 Duo T6400;2;731;792;35;PGA478;Laptop
;Intel Core2 Duo T6500;2;744;834;35;PGA478;Laptop
;Intel Core2 Duo T6570;2;774;849;35;PGA478;Laptop
;Intel Core2 Duo T6600;2;799;855;35;PGA478;Laptop
;Intel Core2 Duo T6670;2;832;887;35;PGA478;Laptop
;Intel Core2 Duo T7100;2;599;685;35;BGA479;Laptop
;Intel Core2 Duo T7200;2;735;737;34;PBGA479, PPGA478;Laptop
;Intel Core2 Duo T7250;2;697;758;35;BGA479;Laptop
;Intel Core2 Duo T7300;2;693;766;35;BGA479;Laptop
;Intel Core2 Duo T7400;2;765;765;34;BGA479;Laptop
;Intel Core2 Duo T7500;2;831;851;35;BGA479;Laptop
;Intel Core2 Duo T7600;2;791;845;34;PBGA479, PPGA478;Laptop
;Intel Core2 Duo T7700;2;943;963;35;BGA479;Laptop
;Intel Core2 Duo T7800;2;905;935;35;BGA479;Laptop
;Intel Core2 Duo T8100;2;779;837;35;BGA479;Laptop
;Intel Core2 Duo T8300;2;902;970;35;BGA479;Laptop
;Intel Core2 Duo T9300;2;981;1022;35;BGA479;Laptop
;Intel Core2 Duo T9400;2;1003;1031;35;BGA479;Laptop
;Intel Core2 Duo T9500;2;1041;1067;35;BGA479;Laptop
;Intel Core2 Duo T9550;2;989;1072;35;BGA479;Laptop
;Intel Core2 Duo T9600;2;1080;1112;35;BGA479;Laptop
;Intel Core2 Duo T9800;2;1193;1203;35;BGA479;Laptop
;Intel Core2 Duo T9900;2;1199;1190;35;BGA479,PGA478;Laptop
;Intel Core2 Duo U7300;2;537;538;10;BGA956;Laptop
;Intel Core2 Duo U7500;2;392;393;10;BGA479;Laptop
;Intel Core2 Duo U7600;2;347;429;10;BGA479;Laptop
;Intel Core2 Duo U7700;2;420;449;10;Unknown;Laptop
;Intel Core2 Duo U9300;2;447;512;10;BGA956;Laptop
;Intel Core2 Duo U9600;2;587;662;10;BGA956;Laptop
;Intel Core2 Extreme Q6800;4;2145;1124;75;LGA775;Desktop
;Intel Core2 Extreme Q6850;4;2242;1210;130;LGA775;Desktop
;Intel Core2 Extreme Q9200;4;2011;1080;NA;Unknown;Desktop
;Intel Core2 Extreme Q9300;4;1993;1085;45;PGA478;Desktop
;Intel Core2 Extreme X6800;2;1095;1107;75;PLGA775;Desktop
;Intel Core2 Extreme X7800;2;1138;1077;44;PGA478;Laptop
;Intel Core2 Extreme X7900;2;1104;1085;44;PGA478;Laptop
;Intel Core2 Extreme X9000;2;1099;1098;44;PGA478;Laptop
;Intel Core2 Extreme X9100;2;1181;1184;44;PGA478;Laptop
;Intel Core2 Extreme X9650;4;2381;1254;130;LGA775;Desktop
;Intel Core2 Extreme X9750;4;2348;1352;NA;Unknown;Desktop
;Intel Core2 Extreme X9770;4;2689;1395;136;LGA775;Desktop
;Intel Core2 Extreme X9775;4;2780;1451;150;LGA771;Desktop
;Intel Core2 Quad Q6600;4;1835;954;105;LGA775;Desktop
;Intel Core2 Quad Q6700;4;2098;1075;105;LGA775;Desktop
;Intel Core2 Quad Q8200;4;1789;994;95;LGA775;Desktop
;Intel Core2 Quad Q8300;4;1908;1061;95;LGA775;Desktop
;Intel Core2 Quad Q8400;4;2070;1141;95;LGA775;Desktop
;Intel Core2 Quad Q9000;4;1586;883;45;PGA478;Laptop
;Intel Core2 Quad Q9100;4;1806;955;45;PGA478;Laptop
;Intel Core2 Quad Q9300;4;2000;1082;95;LGA775;Desktop
;Intel Core2 Quad Q9400;4;2153;1139;95;LGA775;Desktop
;Intel Core2 Quad Q9450;4;2199;1129;95;LGA775;Desktop
;Intel Core2 Quad Q9500;4;2246;1213;95;LGA775;Desktop
;Intel Core2 Quad Q9505;4;2171;1186;95;LGA775;Desktop
;Intel Core2 Quad Q9550;4;2350;1216;95;LGA775;Desktop
;Intel Core2 Quad Q9650;4;2488;1282;95;LGA775;Desktop
;Intel Core2 Solo U2100;1;233;258;5.5;Unknown;Laptop
;Intel Core2 Solo U3500;1;272;559;5.5;BGA956;Laptop
;Intel CoreT i5-1350P;4;19429;3459;28;FCBGA1744;Mobile/Embedded
;Intel CoreTM Ultra 5 115U;2;12771;3421;15;FCBGA2049;Laptop
;Intel N100;4;5401;1909;6;FCBGA1264;Mobile/Embedded
;Intel N150;4;5539;1924;6;FCBGA1264;Mobile/Embedded
;Intel N200;4;4871;1829;6;FCBGA1264;Mobile/Embedded
;Intel N250;4;5050;1960;6;FCBGA1264;Mobile/Embedded
;Intel N50;2;2673;1746;6;FCBGA1264;Mobile/Embedded
;Intel N95;4;5352;1926;15;Unknown;Laptop, Mobile/Embedded
;Intel N97;4;5621;1936;12;FCBGA1264;Mobile/Embedded
;Intel Pentium 1403;2;1851;990;80;LGA1356;Server
;Intel Pentium 1403 v2;2;2284;1391;80;Unknown;Server
;Intel Pentium 2020M;2;1401;1276;35;FCPGA988;Laptop
;Intel Pentium 2030M;2;1389;1219;35;FCPGA988;Laptop
;Intel Pentium 2117U;2;1022;931;17;FCBGA1023;Laptop
;Intel Pentium 2127U;2;1070;961;17;FCBGA1023;Laptop
;Intel Pentium 2129Y;2;587;564;10;FCBGA1023;Laptop
;Intel Pentium 3550M;2;1282;1149;37;FCPGA946;Laptop
;Intel Pentium 3556U;2;1068;954;15;BGA1168;Laptop
;Intel Pentium 3558U;2;1047;945;15;FCBGA1168;Laptop
;Intel Pentium 3560M;2;1345;1221;37;FCPGA946;Laptop
;Intel Pentium 3560Y;2;887;677;11.5;BGA1168;Laptop
;Intel Pentium 3805U;2;1194;1110;15;FCBGA1168;Laptop
;Intel Pentium 3825U;2;1401;1105;15;FCBGA1168;Laptop
;Intel Pentium 4 1.50GHz;1;86;228;57.8;PGA423;Desktop
;Intel Pentium 4 1.60GHz;1;84;225;38;PGA478;Desktop
;Intel Pentium 4 1.70GHz;1;86;254;64;PGA423;Desktop
;Intel Pentium 4 1.80GHz;1;115;318;68.1;PGA478;Desktop
;Intel Pentium 4 1.90GHz;1;104;292;69.2;PGA423;Desktop
;Intel Pentium 4 1300MHz;1;77;203;51.6;PGA423;Desktop
;Intel Pentium 4 1400MHz;1;83;180;54.7;PGA423;Desktop
;Intel Pentium 4 1500MHz;1;81;223;57.8;PGA423;Desktop
;Intel Pentium 4 1700MHz;1;100;266;64;PGA423;Desktop
;Intel Pentium 4 1800MHz;1;114;317;68.1;PGA478;Desktop
;Intel Pentium 4 2.00GHz;1;133;349;54.3;PGA478;Desktop
;Intel Pentium 4 2.20GHz;1;157;379;57.1;PGA478;Desktop
;Intel Pentium 4 2.26GHz;1;151;409;58;PGA478;Desktop
;Intel Pentium 4 2.40GHz;1;131;360;59.8;PGA478;Desktop
;Intel Pentium 4 2.50GHz;1;160;385;61;PGA478;Desktop
;Intel Pentium 4 2.53GHz;1;162;442;61.5;PGA478;Desktop
;Intel Pentium 4 2.60GHz;1;215;494;69;PGA478;Desktop
;Intel Pentium 4 2.66GHz;1;157;431;66.1;PGA478;Desktop
;Intel Pentium 4 2.80GHz;1;237;509;69.7;PGA478;Desktop
;Intel Pentium 4 2.93GHz;1;150;269;NA;Unknown;Desktop
